ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF174V01531,144401,GR,OMF,9,14.53
INF174V01580,144403,GR,OMF,9,15.80
INF090I01PA3,144461,GR,OMF,9,16.81
INF090I01PJ4,144463,DP,OMF,9,12.48
INF090I01PI6,144463,DR,OMF,9,12.48
INF090I01PD7,144466,GR,OMF,9,18.46
INF090I01OZ3,144468,DP,OMF,9,13.78
INF090I01OY6,144468,DR,OMF,9,13.78
INF789F1A744,144484,GR,OMF,9,19.01
INF789F1A736,144485,DP,OMF,9,19.01
INF789F1A728,144485,DR,OMF,9,19.01
INF789F1A835,144487,DP,OMF,9,19.01
INF789F1A827,144487,DR,OMF,9,19.01
INF789F1A777,144490,GR,OMF,9,20.33
INF277K016K8,144543,DR,OMF,9,27.35
INF277K010L9,144545,DR,OMF,9,24.46
INF277K015K0,144546,GR,OMF,9,27.35
INF277K019K2,144548,GR,OMF,9,24.46
INF740KA1JX0,144644,GR,OMF,9,16.52
INF740KA1KE8,144646,GR,OMF,9,16.84
INF846K01F40,144754,GR,OMF,9,16.23
INF846K01G23,144759,GR,OMF,9,15.22
INF846K01G72,144760,DP,OMF,9,10.04
INF846K01G64,144760,DR,OMF,9,10.04
INF903JA1EZ2,144834,DP,OMF,9,22.66
INF903JA1FA2,144835,GR,OMF,9,38.58
INF903JA1FC8,144837,DP,OMF,9,24.73
INF903JA1EX7,144838,GR,OMF,9,35.42
INF680P01075,144902,GR,OMF,9,20.12
INF680P01083,144903,DP,OMF,9,20.12
INF680P01091,144903,DR,OMF,9,20.12
INF680P01109,144905,GR,OMF,9,22.91
INF179KB15Q6,145034,GR,OMF,9,16.05
INF179KB18Q0,145035,DP,OMF,9,10.06
INF179KB17Q2,145035,DR,OMF,9,10.06
INF179KB10R5,145036,DP,OMF,9,10.07
INF179KB19Q8,145036,DR,OMF,9,10.07
INF179KB16R2,145037,DP,OMF,9,10.17
INF179KB15R4,145037,DR,OMF,9,10.17
INF179KB14R7,145038,DP,OMF,9,10.06
INF179KB13R9,145038,DR,OMF,9,10.06
INF179KB16Q4,145039,DR,OMF,9,10.09
INF179KB11R3,145040,GR,OMF,9,15.68
INF179KB12R1,145041,DR,OMF,9,10.10
INF903JA1FJ3,145042,GR,GMF,10,15.55
INF903JA1FR6,145050,GR,GMF,10,15.67
INF109KC1LJ8,145075,DP,OMF,9,39.00
INF109KC1LK6,145076,DP,OMF,9.33,25.30
INF109KC1LG4,145077,DP,OMF,9,36.01
INF109KC1LH2,145078,DP,OMF,9.53,22.71
INF846K01J53,145109,DP,OMF,9,24.59
INF846K01J61,145109,DR,OMF,9,24.59
INF846K01J46,145110,GR,OMF,9,36.65
INF846K01J87,145111,DP,OMF,9,19.29
INF846K01J95,145111,DR,OMF,9,19.29
INF846K01J79,145112,GR,OMF,9,33.07
INF205K013T3,145137,GR,OMF,9.66,45.30
INF205K012T5,145138,DP,OMF,10.51,36.90
INF205K015T8,145138,DR,OMF,10.51,36.90
INF205K011T7,145139,GR,OMF,9.66,40.59
INF205K010T9,145140,DP,OMF,10.78,32.30
INF205K014T1,145140,DR,OMF,10.78,32.30
INF277K011O1,145206,GR,OMF,9.07,39.91
INF277K015O2,145208,GR,OMF,9.07,35.28
INF277K012O9,145209,DR,OMF,9.07,39.91
INF277K016O0,145210,DR,OMF,9.07,35.28
INF789F1ACO4,145287,GR,OMF,9,1546.44
INF789F1ACX5,145295,GR,OMF,9,1622.37
INF174V01630,145355,GR,OMF,9,21.87
INF174V01663,145356,GR,OMF,9,24.75
INF174V01655,145358,DP,OMF,9,16.49
INF174V01648,145358,DR,OMF,9,16.49
INF955L01HC4,145387,GR,OMF,9,25.04
INF955L01HD2,145389,DP,OMF,9,16.46
INF955L01HE0,145389,DR,OMF,9,16.46
INF955L01HF7,145396,GR,OMF,9,27.53
INF955L01HG5,145397,DP,OMF,9,18.15
INF955L01HH3,145397,DR,OMF,9,18.15
INF109KC1ND7,145399,DR,OMF,9,10.07
INF109KC1NA3,145400,DP,OMF,9,10.10
INF109KC1MZ2,145400,DR,OMF,9,10.10
INF109KC1MY5,145404,DR,OMF,9,10.00
INF740KA1LE6,145453,DP,OMF,9,23.34
INF740KA1LF3,145453,DR,OMF,9,23.34
INF740KA1LG1,145454,GR,OMF,9,41.25
INF740KA1LH9,145455,DP,OMF,9,25.90
INF740KA1LI7,145455,DR,OMF,9,25.90
INF740KA1LD8,145456,GR,OMF,9,37.10
INF582M01EO6,145471,GR,OMF,9,28.79
INF582M01EQ1,145472,DP,OMF,9,28.79
INF582M01EP3,145472,DR,OMF,9,28.79
INF582M01EK4,145473,GR,OMF,9,30.76
INF209KB1ZC3,145481,GR,GMF,5,1434.01
INF209KB1ZE9,145482,DR,GMF,10,1000.81
INF209KB1ZH2,145486,GR,GMF,5,1446.01
INF109KC17E3,145535,GR,GMF,5,1432.00
INF109KC11G1,145536,GR,GMF,5,1440.65
INF109KC12G9,145537,DR,GMF,10,1000.01
INF109KC12F1,145538,DP,GMF,10,1000.37
INF109KC11F3,145538,DR,GMF,10,1000.37
INF109KC18E1,145547,DR,GMF,10,1000.01
INF247L01700,145551,GR,OMF,12.07,46.21
INF247L01718,145552,GR,OMF,12.07,47.53
INF666M01EK5,145589,GR,OMF,9,1542.23
INF666M01ES8,145590,GR,OMF,9,1470.69
INF666M01FA3,145599,GR,OMF,9,23.63
INF666M01FJ4,145605,GR,OMF,9,21.02
INF761K01EO0,145675,DP,OMF,10.71,36.92
INF761K01ES1,145675,DR,OMF,10.71,36.92
INF761K01EQ5,145676,DP,OMF,10.71,31.98
INF761K01ET9,145676,DR,OMF,10.71,31.98
INF761K01ER3,145677,GR,OMF,10.71,43.86
INF761K01EP7,145678,GR,OMF,10.71,49.31
INF769K01EK1,145693,GR,OMF,9,22.51
INF769K01EJ3,145694,DP,OMF,9,13.46
INF769K01EM7,145694,DR,OMF,9,13.46
INF769K01EI5,145695,GR,OMF,9,20.91
INF769K01EH7,145696,DP,OMF,9,12.38
INF769K01EL9,145696,DR,OMF,9,12.38
INF277K015Q7,145723,GR,OMF,9,14.87
INF277K017Q3,145724,GR,OMF,9,15.71
INF277K019Q9,145725,DR,OMF,9,15.09
INF277K010R6,145726,DR,OMF,9,14.21
INF204KB1R31,145810,GR,GMF,5,143.62
INF204KB1Q65,145811,GR,GMF,5,142.67
INF204KB1R49,145812,DR,GMF,10,100.01
INF680P01158,145819,GR,OMF,9,23.84
INF680P01133,145820,GR,OMF,9,21.05
INF680P01141,145821,DP,OMF,9,21.05
INF247L01734,145834,GR,GMF,10,14.41
INF767K01PL9,145890,GR,OMF,9,14.28
INF767K01PP0,145895,GR,OMF,9,14.99
INF109KC1RE6,145896,DP,OMF,9,37.62
INF109KC1RH9,145897,DP,OMF,9,41.18
INF109KC1RJ5,145898,DP,OMF,9,27.50
INF109KC1RI7,145898,DR,OMF,9,27.50
INF109KC1RG1,145899,DP,OMF,9,24.33
INF109KC1RF3,145899,DR,OMF,9,24.33
INF247L01726,145946,GR,GMF,10,14.25
INF767K01PT2,145952,GR,OMF,9,15.01
INF767K01PW6,145954,GR,OMF,9,16.12
INF03VN01126,145968,GR,GMF,10,1452.50
INF03VN01043,145971,GR,GMF,10,1462.05
INF277K010S4,146007,GR,OMF,9,20.89
INF277K015S3,146008,DR,OMF,9,23.30
INF277K012S0,146009,DR,OMF,9,20.89
INF277K013S8,146010,GR,OMF,9,23.30
INF740KA1MB0,146061,GR,GMF,5,1423.95
INF740KA1MC8,146062,GR,GMF,5,1432.08
INF277K015T1,146068,DR,OMF,9,10.41
INF277K016S1,146070,GR,OMF,9,14.64
INF277K011T0,146075,GR,OMF,9,15.47
INF760K01JF9,146127,GR,OMF,9,37.65
INF760K01JG7,146128,DP,OMF,9.01,32.23
INF760K01JH5,146128,DR,OMF,9.01,32.23
INF760K01JC6,146130,GR,OMF,9,41.87
INF760K01JD4,146131,DP,OMF,9.01,36.27
INF760K01JE2,146131,DR,OMF,9.01,36.27
INF174KA1BE2,146140,DR,GMF,10,1003.61
INF174KA1BF9,146141,GR,GMF,5,1426.32
INF174KA1BC6,146142,GR,GMF,5,1417.19
INF194KB1314,146187,GR,GMF,5,1415.06
INF194KB1462,146190,DP,GMF,10,1000.01
INF194KB1470,146190,DR,GMF,10,1000.01
INF194KB1447,146191,GR,GMF,5,1425.87
INF754K01JJ4,146193,GR,OMF,9,43.02
INF754K01JK2,146194,DP,OMF,9,37.38
INF754K01JL0,146194,DR,OMF,9,37.38
INF754K01JN6,146196,GR,OMF,9,47.92
INF754K01JO4,146197,DP,OMF,9,41.92
INF754K01JP1,146197,DR,OMF,9,41.92
INF200KA1YM5,146207,GR,OMF,9,16.00
INF200KA1YN3,146208,DP,OMF,9,15.10
INF200KA1YO1,146208,DR,OMF,9,15.10
INF200KA1YP8,146210,DP,OMF,9,15.55
INF200KA1YQ6,146210,DR,OMF,9,15.55
INF200KA1YS2,146212,DP,OMF,9,15.60
INF200KA1YT0,146212,DR,OMF,9,15.60
INF200KA1YR4,146215,GR,OMF,9,16.53
INF200KA1YU8,146216,DP,OMF,9,16.07
INF200KA1YV6,146216,DR,OMF,9,16.07
INF582M01EW9,146294,GR,OMF,9,14.50
INF582M01EY5,146295,DP,OMF,9,14.15
INF582M01EX7,146295,DR,OMF,9,14.15
INF582M01ES7,146297,GR,OMF,9,15.05
INF109KC1TQ6,146346,GR,OMF,9,33.99
INF109KC1TR4,146347,DP,OMF,9,33.99
INF109KC1TT0,146348,DP,OMF,9,37.74
INF109KC1TS2,146349,GR,OMF,9,37.75
INF740KA1MM7,146376,GR,OMF,9,25.14
INF740KA1MN5,146377,DP,OMF,9,21.51
INF740KA1MO3,146377,DR,OMF,9,21.51
INF740KA1MK1,146378,DP,OMF,9,20.22
INF740KA1ML9,146378,DR,OMF,9,20.22
INF740KA1MJ3,146379,GR,OMF,9,24.80
INF740KA1MD6,146380,GR,OMF,9.99,26.62
INF740KA1MG9,146381,GR,OMF,10.05,27.22
INF740KA1MH7,146382,DP,OMF,10.38,22.30
INF740KA1MI5,146382,DR,OMF,10.38,22.30
INF740KA1ME4,146383,DP,OMF,9,21.83
INF740KA1MF1,146383,DR,OMF,9,21.83
INF209KB1E84,146407,GR,OMF,9,22.65
INF209KB1F18,146408,DP,OMF,9,19.83
INF209KB1F26,146408,DR,OMF,9,19.83
INF209KB1E76,146409,GR,OMF,9,20.20
INF205KA1015,146455,DP,OMF,9,16.68
INF205KA1056,146455,DR,OMF,9,16.68
INF205KA1023,146456,GR,OMF,9,16.68
INF205KA1049,146457,GR,OMF,9,18.72
INF205KA1064,146458,DP,OMF,9,18.64
INF205KA1031,146458,DR,OMF,9,18.64
INF204KB1X17,146512,DP,OMF,9,25.46
INF204KB1X09,146512,DR,OMF,9,25.46
INF204KB1X25,146513,GR,OMF,9,25.87
INF204KB1W91,146514,GR,OMF,9,25.46
INF204KB1X41,146515,DP,OMF,9,25.87
INF204KB1X33,146515,DR,OMF,9,25.87
INF174V01713,146548,DP,OMF,9,17.35
INF174V01705,146548,DR,OMF,9,17.35
INF174V01721,146549,GR,OMF,9,26.71
INF174V01697,146551,GR,OMF,9,23.59
INF209KB1I07,146574,DP,OMF,9,16.67
INF209KB1I15,146574,DR,OMF,9,16.67
INF209KB1I23,146575,GR,OMF,9,22.75
INF209KB1I31,146576,DP,OMF,9,18.52
INF209KB1I49,146576,DR,OMF,9,18.52
INF209KB1H99,146577,GR,OMF,9,20.47
INF200KA1A55,146641,DP,OMF,9,24.10
INF200KA1A63,146641,DR,OMF,9,24.10
INF200KA1A89,146642,DP,OMF,9,24.70
INF200KA1A97,146642,DR,OMF,9,24.70
INF200KA1A71,146643,GR,OMF,9,24.70
INF200KA1A48,146644,GR,OMF,9,24.09
INF846K01N65,146675,GR,GMF,5,1415.09
INF846K01O23,146678,GR,GMF,5,1409.94
INF846K01O56,146682,DR,GMF,10,1000.50
INF109KC1UA8,146716,GR,OMF,9,19.72
INF109KC1TY0,146717,GR,OMF,9,17.99
INF109KC1TX2,146720,DP,OMF,9,30.15
INF109KC1TW4,146721,GR,OMF,9,30.14
INF109KC1TU8,146722,GR,OMF,9,27.08
INF109KC1TV6,146723,DP,OMF,9,27.08
INF109KC1UC4,146726,GR,OMF,9,15.35
INF109KC1UE0,146727,GR,OMF,9,16.75
INF336L01NZ6,146769,DP,OMF,10.78,20.74
INF336L01OA7,146769,DR,OMF,10.78,20.74
INF336L01NW3,146770,DP,OMF,10.78,22.88
INF336L01NX1,146770,DR,OMF,10.78,22.88
INF336L01NY9,146771,GR,OMF,9.79,27.20
INF336L01NV5,146772,GR,OMF,9.85,29.90
INF209KB1I64,146928,DP,OMF,9,15.54
INF209KB1I56,146929,DP,OMF,9,19.09
INF209KB1I72,146929,DR,OMF,9,19.09
INF209KB1I80,146930,GR,OMF,9,21.16
INF209KB1J14,146938,GR,OMF,9,14.88
INF209KB1J48,146940,GR,OMF,9,16.36
INF209KB1J71,146941,GR,OMF,9,13.40
INF209KB1K03,146943,GR,OMF,9,14.62
INF109KC1YF9,146949,DP,OMF,9,16.96
INF109KC1YA0,146950,GR,OMF,9,24.47
INF109KC1YD4,146951,GR,OMF,9,26.42
INF109KC1YC6,146952,DP,OMF,9,15.21
INF903JA1GZ7,146959,GR,GMF,5,1410.59
INF903JA1HG5,146963,GR,GMF,5,1420.16
INF277K016T9,146977,GR,GMF,5,1400.34
INF277K018T5,146980,GR,GMF,5,1411.21
INF582M01FJ3,146997,GR,GMF,5,1397.72
INF582M01FA2,147003,GR,GMF,5,1407.23
INF00XX01192,147153,GR,GMF,10,1406.82
INF00XX01283,147157,GR,GMF,10,1420.18
INF00XX01291,147158,DR,GMF,10,1001.00
INF00XX01168,147183,GR,OMF,9,26.98
INF00XX01135,147184,GR,OMF,9,23.68
INF00XX01143,147185,DP,OMF,9,20.72
INF00XX01150,147185,DR,OMF,9,20.72
INF955L01HS0,147193,GR,GMF,5,1397.93
INF955L01HV4,147196,GR,GMF,5,1404.23
INF769K01ES4,147203,GR,OMF,9,24.69
INF769K01ER6,147204,DP,OMF,9,22.70
INF769K01EV8,147204,DR,OMF,9,22.70
INF769K01ET2,147205,DP,OMF,9,24.87
INF769K01EW6,147205,DR,OMF,9,24.87
INF769K01EU0,147206,GR,OMF,9,27.04
INF090I01SO8,147213,GR,GMF,5,1389.78
INF090I01SS9,147214,GR,GMF,5,1394.45
INF174KA1DY6,147266,GR,OMF,9,1571.86
INF174KA1EF3,147267,DR,OMF,9,1404.99
INF174KA1EC0,147269,GR,OMF,9,1612.79
INF336L01OF6,147287,GR,GMF,5,1399.08
INF336L01OM2,147289,DR,GMF,10,1000.01
INF336L01OL4,147290,GR,GMF,5,1387.34
INF740KA1NN3,147303,GR,OMF,9,22.14
INF740KA1NR4,147304,DP,OMF,9,19.27
INF740KA1NS2,147304,DR,OMF,9,19.27
INF740KA1NO1,147305,DP,OMF,9,18.33
INF740KA1NP8,147305,DR,OMF,9,18.33
INF740KA1NQ6,147306,GR,OMF,9,23.25
INF03VN01282,147307,GR,OMF,9,1404.47
INF03VN01209,147311,GR,OMF,9,1458.56
INF109KC1D69,147345,GR,OMF,9,29.34
INF109KC1D93,147346,GR,OMF,9,31.95
INF109KC1E01,147347,DP,OMF,9,20.89
INF109KC1D77,147348,DP,OMF,9,18.67
INF082J01390,147371,GR,OMF,9,23.42
INF082J01382,147372,GR,OMF,9,24.90
INF955L01ID0,147377,GR,GMF,10,1452.35
INF955L01IE8,147378,DR,GMF,10,1000.00
INF955L01IF5,147379,DR,GMF,10,1000.78
INF955L01HY8,147382,GR,GMF,10,1429.69
INF680P01182,147404,DP,OMF,9,17.01
INF680P01190,147404,DR,OMF,9,17.01
INF680P01174,147405,GR,OMF,9,16.99
INF680P01208,147406,GR,OMF,9,19.20
INF209KB1N91,147407,GR,OMF,9,30.14
INF209KB1O09,147408,DP,OMF,9,21.16
INF209KB1O17,147408,DR,OMF,9,21.16
INF209KB1O25,147409,GR,OMF,9,33.33
INF209KB1O33,147410,DP,OMF,9,23.05
INF209KB1O41,147410,DR,OMF,9,23.05
INF769K01FA9,147445,GR,OMF,9,40.35
INF174V01788,147446,GR,OMF,9,30.96
INF174V01754,147447,GR,OMF,9,27.55
INF174V01770,147449,DP,OMF,9,19.52
INF174V01762,147449,DR,OMF,9,19.52
INF666M01GL8,147450,GR,GMF,5,1377.58
INF666M01GT1,147454,GR,GMF,5,1369.13
INF174KA1EM9,147472,DP,OMF,9,27.12
INF174KA1EL1,147472,DR,OMF,9,27.12
INF174KA1EN7,147473,GR,OMF,9,30.02
INF174KA1EP2,147475,DP,OMF,9,30.02
INF174KA1EO5,147475,DR,OMF,9,30.02
INF174KA1EK3,147477,GR,OMF,9,27.12
INF769K01EZ9,147478,DP,OMF,9.66,26.52
INF769K01FC5,147478,DR,OMF,9.66,26.52
INF769K01EY2,147479,GR,OMF,9,37.08
INF769K01EX4,147480,DP,OMF,9.72,24.22
INF769K01FB7,147480,DR,OMF,9.72,24.22
INF879O01100,147481,GR,OMF,9,33.65
INF879O01092,147482,GR,OMF,9,31.13
INF582M01FW6,147490,GR,OMF,9,25.37
INF582M01FS4,147492,GR,OMF,9,27.00
INF582M01FY2,147493,DP,OMF,9,25.37
INF582M01FX4,147493,DR,OMF,9,25.37
INF955L01II9,147494,GR,OMF,9,17.02
INF955L01IL3,147496,GR,OMF,9,18.28
INF955L01IN9,147498,DR,OMF,9,14.70
INF767K01QI3,147515,GR,GMF,5,1385.89
INF767K01QD4,147519,GR,GMF,5,1374.64
INF760K01JM5,147531,GR,GMF,5,1380.27
INF760K01JO1,147534,GR,GMF,5,1378.82
INF00XX01390,147541,GR,OMF,9.14,26.55
INF00XX01382,147543,DP,OMF,9.2,20.50
INF00XX01374,147544,GR,OMF,9.07,23.42
INF174V01838,147564,GR,GMF,5,1383.92
INF174V01812,147565,GR,GMF,5,1374.79
INF846K01Q62,147567,GR,GMF,10,1500.75
INF846K01R46,147568,GR,GMF,10,1485.64
INF754K01KE3,147569,GR,GMF,5,1378.04
INF754K01JV9,147570,GR,GMF,5,1383.01
INF846K01R53,147577,DR,GMF,10,1005.61
INF846K01R95,147578,DP,GMF,10,1007.83
INF846K01R87,147578,DR,GMF,10,1007.83
INF663L01T43,147600,GR,GMF,5,1372.91
INF663L01T01,147606,GR,GMF,5,1378.96
INF00XX01440,147617,GR,OMF,9,14.07
INF00XX01416,147618,GR,OMF,9,13.41
INF247L01882,147619,DP,OMF,9,21.27
INF247L01890,147620,DP,OMF,9,22.26
INF247L01908,147621,DP,OMF,9.07,37.87
INF247L01916,147622,DP,OMF,9.2,39.68
INF247L01932,147623,DP,OMF,9.99,35.64
INF247L01924,147624,DP,OMF,9.99,34.09
INF247L01957,147625,DP,OMF,9,27.20
INF247L01940,147626,DP,OMF,9,26.05
INF109KC1F42,147645,DP,OMF,9,21.90
INF109KC1F00,147647,GR,OMF,9,20.98
INF109KC1F34,147648,GR,OMF,9,21.90
INF109KC1F67,147661,GR,OMF,10.18,46.99
INF109KC1F91,147662,GR,OMF,10.18,51.02
INF109KC1F75,147663,DP,OMF,11.31,32.67
INF109KC1G09,147664,DP,OMF,11.18,36.28
INF846K01S52,147665,GR,OMF,9,22.29
INF846K01S29,147666,GR,OMF,9,23.39
INF846K01S60,147667,DP,OMF,9,22.29
INF846K01S78,147667,DR,OMF,9,22.29
INF846K01S37,147668,DP,OMF,9,23.42
INF846K01S45,147668,DR,OMF,9,23.42
INF247L01965,147701,GR,OMF,10.46,32.36
INF247L01981,147703,DP,OMF,10.86,24.70
INF247L01973,147703,DR,OMF,10.86,24.70
INF247L01999,147704,GR,OMF,10.39,35.49
INF247L01AB3,147706,DP,OMF,10.86,26.97
INF247L01AA5,147706,DR,OMF,10.86,26.97
INF00XX01564,147713,GR,GMF,5,1353.77
INF00XX01473,147714,GR,GMF,5,1345.17
INF174KA1EW8,147724,GR,OMF,9,31.01
INF174KA1EX6,147725,DP,OMF,9,34.19
INF174KA1EY4,147725,DR,OMF,9,34.19
INF174KA1EZ1,147727,GR,OMF,9,34.20
INF174KA1EU2,147728,DP,OMF,9,31.02
INF174KA1EV0,147728,DR,OMF,9,31.02
INF174V01887,147731,GR,OMF,9,1460.97
INF174V01853,147734,GR,OMF,9,1422.74
INF769K01FG6,147736,GR,GMF,5,1371.17
INF769K01FE1,147739,GR,GMF,5,1363.28
INF769K01FM4,147741,DR,GMF,10,1000.12
INF582M01GD4,147748,GR,OMF,9,25.69
INF582M01GG7,147749,DP,OMF,9,25.69
INF582M01GF9,147749,DR,OMF,9,25.69
INF582M01GA0,147750,GR,OMF,9,27.72
INF277K011Y0,147756,DR,OMF,9,23.69
INF277K017X9,147757,GR,OMF,9,26.23
INF277K018X7,147758,DR,OMF,9,26.23
INF277K010Y2,147760,GR,OMF,9,23.69
INF767K01QJ1,147766,DR,OMF,9,1093.41
INF767K01QN3,147768,DP,OMF,9,1364.13
INF767K01QM5,147768,DR,OMF,9,1364.13
INF767K01QO1,147770,GR,OMF,9,1363.92
INF767K01QU8,147772,GR,OMF,9,1399.36
INF00XX01663,147786,DP,OMF,9,12.28
INF00XX01671,147786,DR,OMF,9,12.28
INF00XX01655,147787,GR,OMF,9,14.54
INF00XX01689,147789,GR,OMF,9,16.38
INF247L01AE7,147794,GR,OMF,9,22.22
INF247L01AF4,147795,GR,OMF,9,21.67
INF247L01AC1,147796,GR,OMF,10.12,24.68
INF247L01AD9,147797,GR,OMF,9.99,23.67
INF846K01S94,147822,DP,OMF,9,20.16
INF846K01T02,147823,GR,OMF,9,18.41
INF846K01T10,147824,DP,OMF,9,18.42
INF846K01S86,147825,GR,OMF,9,20.21
INF846K01T28,147826,GR,OMF,9,21.48
INF846K01T44,147828,GR,OMF,9,19.49
INF846K01T51,147829,DP,OMF,9,19.49
INF846K01T69,147830,GR,OMF,9,17.70
INF846K01T85,147832,GR,OMF,9,16.11
INF846K01T93,147833,DP,OMF,9,16.11
INF192K01LX4,147836,GR,GMF,5,1349.68
INF192K01MB8,147837,GR,GMF,5,1355.51
INF174V01945,147840,GR,OMF,9,30.02
INF174V01937,147842,DP,OMF,9,20.61
INF174V01929,147842,DR,OMF,9,20.61
INF174V01911,147843,GR,OMF,9,27.03
INF209KB1O82,147844,GR,OMF,11.58,39.64
INF209KB1O90,147845,DP,OMF,12.65,30.11
INF209KB1O66,147846,GR,OMF,11.71,36.04
INF209KB1O74,147847,DP,OMF,12.65,25.84
INF754K01KV7,147854,GR,OMF,9,15.51
INF754K01KZ8,147855,DP,OMF,9,15.51
INF754K01LA9,147855,DR,OMF,9,15.51
INF754K01KW5,147856,DP,OMF,9,15.51
INF754K01KX3,147856,DR,OMF,9,15.51
INF754K01KY1,147857,GR,OMF,9,15.51
INF205KA1114,147878,GR,GMF,5,1346.13
INF205KA1163,147883,GR,GMF,5,1350.78
INF846K01U09,147889,GR,OMF,9,15.18
INF846K01V16,147890,GR,OMF,9,14.89
INF336L01OW1,147907,GR,OMF,9,1401.80
INF336L01OR1,147908,GR,OMF,9,1423.25
INF336L01OX9,147909,DR,OMF,9,1031.73
INF336L01OV3,147915,DP,OMF,9,1013.70
INF336L01OU5,147915,DR,OMF,9,1013.70
INF336L01PA4,147916,DP,OMF,9,1029.29
INF336L01OZ4,147916,DR,OMF,9,1029.29
INF00XX01754,147917,DP,OMF,9,28.76
INF00XX01762,147917,DR,OMF,9,28.76
INF00XX01721,147918,DP,OMF,10.19,25.55
INF00XX01739,147918,DR,OMF,10.19,25.55
INF00XX01747,147919,GR,OMF,10.19,30.33
INF00XX01713,147920,GR,OMF,10.13,27.10
INF846K01W23,147928,GR,OMF,9,23.18
INF846K01W56,147929,GR,OMF,9,21.50
INF846K01W64,147930,DP,OMF,9,15.30
INF846K01W72,147930,DR,OMF,9,15.30
INF761K01EZ6,147936,GR,GMF,5,1353.65
INF194KB1AM2,147943,DP,OMF,9.99,37.22
INF194KB1AJ8,147944,GR,OMF,9.07,45.72
INF194KB1AK6,147945,DP,OMF,9.99,33.90
INF194KB1AL4,147946,GR,OMF,9.07,50.22
INF761K01EU7,147951,GR,GMF,5,1357.58
INF109KC1I15,148033,GR,OMF,9,31.59
INF109KC1I31,148034,DP,OMF,9,24.42
INF109KC1I23,148034,DR,OMF,9,24.42
INF109KC1I49,148035,GR,OMF,9,32.96
INF277K012Z5,148050,GR,OMF,9,25.41
INF277K013Z3,148051,DR,OMF,9,25.41
INF277K010Z9,148052,DR,OMF,9,28.05
INF277K019Y3,148053,GR,OMF,9,28.05
INF754K01LB7,148063,GR,OMF,12.84,31.79
INF754K01LC5,148064,GR,OMF,12.83,30.04
INF582M01GM5,148071,GR,OMF,9,47.95
INF582M01GO1,148072,DP,OMF,9,47.95
INF582M01GN3,148072,DR,OMF,9,47.95
INF582M01GI3,148073,GR,OMF,9,51.99
INF663L01U24,148159,GR,GMF,10,1374.56
INF663L01U57,148160,DR,GMF,10,1009.09
INF663L01T84,148161,GR,GMF,10,1418.01
INF663L01U16,148162,DR,GMF,10,1010.43
INF00XX01770,148351,GR,OMF,9,17.59
INF00XX01804,148353,GR,OMF,9,19.51
INF247L01AG2,148381,GR,OMF,9.07,28.68
INF247L01AH0,148382,GR,OMF,9,27.74
INF769K01FP7,148400,GR,OMF,9,13.47
INF769K01FS1,148401,GR,OMF,9,14.04
INF769K01FR3,148402,DP,OMF,9,14.02
INF769K01FT9,148402,DR,OMF,9,14.02
INF769K01FO0,148403,DP,OMF,9,13.47
INF769K01FQ5,148403,DR,OMF,9,13.47
INF761K01FF5,148404,GR,OMF,10.19,37.86
INF761K01FI9,148405,GR,OMF,10.19,34.69
INF761K01FE8,148406,DP,OMF,9,32.36
INF761K01FG3,148406,DR,OMF,9,32.36
INF761K01FH1,148407,DP,OMF,10.19,31.52
INF761K01FJ7,148407,DR,OMF,10.19,31.52
INF336L01PE6,148409,GR,OMF,9,25.42
INF336L01PF3,148410,DP,OMF,11.92,17.98
INF336L01PG1,148410,DR,OMF,11.92,17.98
INF336L01PB2,148411,GR,OMF,9,27.45
INF336L01PC0,148412,DP,OMF,9,22.29
INF336L01PD8,148412,DR,OMF,9,22.29
INF769K01FV5,148416,GR,OMF,9,13.32
INF769K01FY9,148419,GR,OMF,9,13.65
INF754K01LO0,148450,GR,OMF,9,13.86
INF754K01LL6,148452,GR,OMF,9,13.86
INF204KB19V4,148457,GR,OMF,9,26.63
INF204KB10W1,148458,DP,OMF,9,26.48
INF204KB11W9,148458,DR,OMF,9,26.48
INF204KB16V0,148459,GR,OMF,9,24.75
INF204KB17V8,148460,DP,OMF,9,24.60
INF204KB18V6,148460,DR,OMF,9,24.60
INF174V01978,148467,GR,OMF,9,12.74
INF174V01AA0,148468,GR,OMF,9,13.32
INF955L01JR8,148471,GR,OMF,9,27.24
INF955L01JS6,148472,DP,OMF,9,19.64
INF955L01JT4,148472,DR,OMF,9,19.64
INF955L01JU2,148474,GR,OMF,9,29.48
INF205KA1213,148481,GR,OMF,9,28.33
INF205KA1205,148482,DP,OMF,9.53,23.06
INF205KA1221,148482,DR,OMF,9.53,23.06
INF205KA1189,148483,GR,OMF,9,26.15
INF205KA1171,148484,DP,OMF,9.79,21.05
INF205KA1197,148484,DR,OMF,9.79,21.05
INF846K01X06,148485,GR,OMF,9,23.69
INF846K01X30,148486,GR,OMF,9,22.45
INF846K01X14,148487,DP,OMF,9,23.68
INF846K01X22,148487,DR,OMF,9,23.68
INF846K01X48,148488,DP,OMF,9,22.45
INF846K01X55,148488,DR,OMF,9,22.45
INF200KA1Q99,148489,GR,OMF,9,44.10
INF200KA1R07,148490,GR,OMF,9,47.21
INF769K01GE9,148500,GR,OMF,9,25.63
INF769K01GD1,148501,DP,OMF,9,25.65
